Account Name,Street Address,City,State,Country,Domain,Salesforce Account ID,Segment,2H REP,2H ISR,2H DISTRICT,DM QCV Owner,STID,DISTRICT,GEN FSR,GEN ISR,DM Roster,INDUSTRY VERTICAL,INDUSTRY SEGMENT
PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,,NEWARK,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,88790,LIBERTY,Kutcha Ken,Riley Sean,WHITFIELD KARA,Mfg & Dist:4,Utilities
SECURITY GROUP INC,,SPARTANBURG,South Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,92340,SOUTH EAST,Jenkins Altemis,Chavez Jacqueline,WHITFIELD KARA,Financial Services Industry:2,Banking
NCI INC,,RESTON,Virginia,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,83704,MID ATLANTIC,Montano Andre,Wunsch Thomas,WHITFIELD KARA,Other Industries:5,Computer Software/Services
OTTER TAIL CORPORATION,,FERGUS FALLS,Minnesota,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,457747,NORTH CENTRAL,Mitchell Vicky,Wilson Colby,WHITFIELD KARA,Mfg & Dist:4,Utilities
VERTICAL SCREEN INC,,WARMINSTER,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,100400,NORTH EAST,Pickett Handon,Dominguez Nathan,WHITFIELD KARA,CME:1,Media & Entertainment
MCNAUGHTON-MCKAY ELECTRIC CO,,MADISON HEIGHTS,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,83050,MID ATLANTIC,TBH - Dill Adam,Ramirez Gabriel,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
THE MILL WORK TRADING CO LTD,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,98457,LIBERTY,Reilly Bonnie,Seligman Joseph,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
REXNORD CORPORATION,,MILWAUKEE,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,600496171,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
HERAEUS INC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,454063,INBOUND GLOBAL,Knox Damien,Lin Yanbi,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
ASPHALT MATERIALS INC,,INDIANAPOLIS,Indiana,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,58643,MID ATLANTIC,Johnson Tony,Porter James,WHITFIELD KARA,Mfg & Dist:4,Oil and Gas
MINIATURE PRECISION COMPONENTS INC,,WALWORTH,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,83322,NORTH CENTRAL,Huffman Todd,Arguelles Maria,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
KCI HOLDING USA INC,,SPRINGFIELD,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,79298,INBOUND GLOBAL,Parent Mark,Esping Robert,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
EBERSPAECHER NORTH AMERICA INC,,NOVI,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,68925,MID ATLANTIC,TBH - Dill Adam,Ramirez Gabriel,WHITFIELD KARA,Mfg & Dist:4,Automotive
PILKINGTON HOLDINGS INC,,TOLEDO,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,88243,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
APPLIED INDUSTRIAL TECHNOLOGIES INC,,CLEVELAND,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,56178,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
RECKITT BENCKISER (NORTH AMERICA) INC,,PARSIPPANY,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,89312,LIBERTY,Scheer Fred,Riley Sean,WHITFIELD KARA,Mfg & Dist:4,Consumer Packaged Goods
ALTRA HOLDINGS INC,,BRAINTREE,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,356424,NORTH EAST,Howes Paul,Benavente Scott,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
HANSON PROFESSIONAL SERVICES INC,,SPRINGFIELD,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,73955,NORTH CENTRAL,Fyfe Kenneth,Spaulding Jared,WHITFIELD KARA,Other Industries:5,Engineering services
KNOLL INC,,COSTA MESA,California,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,78983,NORTH EAST,Pickett Handon,Dominguez Nathan,WHITFIELD KARA,Mfg & Dist:4,Discrete - Retail & CG
BRUKER CORPORATION,,BILLERICA,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,455883,NORTH EAST,Howes Paul,Benavente Scott,WHITFIELD KARA,Health & Life Sciences:3,Pharmaceutical
FNB CORPORATION,,HERMITAGE,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,70925,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Financial Services Industry:2,Banking
THE MIDDLEBY CORPORATION,,ELGIN,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,98452,NORTH CENTRAL,Chicago Hybrid / SMB,Chicago Hybrid / SMB,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
PALLADIUM EQUITY PARTNERS III LP,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,87683,LIBERTY,Nichols Justin,Vigil Erik,WHITFIELD KARA,Financial Services Industry:2,Banking
SOUTHWESTERN VERMONT MEDICAL CENTER INC,,BENNINGTON,Vermont,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,94097,NORTH EAST,Peltak Jim,Traynor Jordan,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
VISHAY INTERTECHNOLOGY INC,,MALVERN,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,101405,NORTH EAST,TBH,gutierrez Michelle,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
ALLEGHENY TECHNOLOGIES INCORPORATED,,PITTSBURGH,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,356249,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
MUBEA INC,,FLORENCE,Kentucky,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,83300,MID ATLANTIC,Burriss Josh,Wunsch Thomas,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
NORDSON CORPORATION,,WESTLAKE,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,86658,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
DU PAGE MEDICAL GROUP LTD,,DOWNERS GROVE,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,69396,NORTH CENTRAL,Reed Bill,Stohl Ryan,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
SYNGENTA CORPORATION,,WILMINGTON,Delaware,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,96553,INBOUND GLOBAL,Daniel Brian,Blackard Kyle,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
OBRIEN & GERE LIMITED,,SYRACUSE,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,85645,NORTH EAST,Wieloszynski John,"klees, kris",WHITFIELD KARA,Other Industries:5,Engineering services
BOTTOMLINE TECHNOLOGIES (DE) INC,,MORRISVILLE,North Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,60267,NORTH EAST,Peltak Jim,Traynor Jordan,WHITFIELD KARA,Other Industries:5,Computer Software/Services
NATIXIS GLOBAL ASSET MANAGEMENT LP,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,83451,NORTH EAST,Peltak Jim,Traynor Jordan,WHITFIELD KARA,Financial Services Industry:2,Financial Markets
AXALTA COATING SYSTEMS LLC,,PHILADELPHIA,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,502947481,LIBERTY,McLaughlin Stephanie,Mondragon Bryan,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
FLAGLER HEALTHCARE SYSTEMS INC,,SAINT AUGUSTINE,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,70271,SOUTH EAST,Ratzel Alex,Curley Leonard,WHITFIELD KARA,Other Industries:5,Business Services
BEMIS MANUFACTURING COMPANY INC,,SHEBOYGAN FALLS,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,59068,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
FLEET WHOLESALE SUPPLY CO INC OF WISCONSIN,,APPLETON,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,70191,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
MITSUBISHI HEAVY INDUSTRIES AMERICA INC,,NEW YORK,New York,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,84729,SOUTH EAST,Lamb Greg,TBH - Winters Mark,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
KAPSTONE PAPER AND PACKAGING CORPORATION,,NORTHBROOK,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,78949,SOUTH EAST,Richardson Tim,Nguyen Hung,WHITFIELD KARA,Mfg & Dist:4,Discrete - Retail & CG
OHL USA INC,,FLUSHING,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,78436,LIBERTY,Scheer Fred,Riley Sean,WHITFIELD KARA,Other Industries:5,Construction
PILOT CORPORATION,,KNOXVILLE,Tennessee,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,88250,SOUTH EAST,Keffer Jim,Elwell Tyler,WHITFIELD KARA,Mfg & Dist:4,Retail
DOMTAR INDUSTRIES INC,,FORT MILL,South Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,68377,INBOUND GLOBAL,Daniel Brian,Blackard Kyle,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
PIONEER INVESTMENT MANAGEMENT USA INC,,BOSTON,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,88486,NORTH EAST,Howes Paul,Benavente Scott,WHITFIELD KARA,Financial Services Industry:2,Financial Markets
NORTH AMERICAN STAINLESS GENERAL PARTNERSHIP,,WILMINGTON,Delaware,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,84921,MID ATLANTIC,Burriss Josh,Wunsch Thomas,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
SUPERIOR ESSEX INC,,ATLANTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,97021,SOUTH EAST,Adams Cole,Lujan Antonio,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
PLASTIC OMNIUM AUTO EXTERIORS LLC,,TROY,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,87007,INBOUND GLOBAL,Parent Mark,Esping Robert,WHITFIELD KARA,Mfg & Dist:4,Automotive
CHRISTIAN HEALTH CARE CENTER,,WYCKOFF,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,62335,LIBERTY,Kutcha Ken,Lindell Michael,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
GENUINE PARTS COMPANY,,ATLANTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,71896,SOUTH EAST,Adams Cole,Lujan Antonio,WHITFIELD KARA,Mfg & Dist:4,Automotive
KOSTAL OF AMERICA INC,,TROY,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,77322,INBOUND GLOBAL,Parent Mark,Esping Robert,WHITFIELD KARA,Mfg & Dist:4,Automotive
HMS HOLDINGS CORP,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,75152,LIBERTY,Reilly Bonnie,Seligman Joseph,WHITFIELD KARA,Other Industries:5,Business Services
CORPORATION SERVICE COMPANY INC,,WILMINGTON,Delaware,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,65186,LIBERTY,McClughan Rob,Lindell Michael,WHITFIELD KARA,Other Industries:5,Legal Services
ENERSYS CORPORATION,,READING,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,68411,NORTH EAST,TBH,gutierrez Michelle,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
HSN INC,,SAINT PETERSBURG,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,77084,SOUTH EAST,Ratzel Alex,Curley Leonard,WHITFIELD KARA,Mfg & Dist:4,Retail
EA ENGINEERING SCIENCE AND TECHNOLOGY INC,,HUNT VALLEY,Maryland,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,70003,LIBERTY,McClughan Rob,Lindell Michael,WHITFIELD KARA,Other Industries:5,Engineering services
LANDMARK CREDIT UNION,,NEW BERLIN,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,79522,NORTH CENTRAL,Huffman Todd,Arguelles Maria,WHITFIELD KARA,Financial Services Industry:2,Banking
HAYWARD INDUSTRIES INC,,ELIZABETH,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,74928,LIBERTY,Ochoa Gus,Trujillo Desiree,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
JERVIS B WEBB COMPANY,,FARMINGTON HILLS,Michigan,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,78911,SOUTH EAST,Ratzel Alex,Curley Leonard,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
EISAI CORPORATION OF NORTH AMERICA,,WOODCLIFF LAKE,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,69834,INBOUND GLOBAL,Knox Damien,Lin Yanbi,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
FC-GEN ACQUISITION INC,,KENNETT SQUARE,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,456776,NORTH EAST,Pickett Handon,Dominguez Nathan,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
MASONITE INTERNATIONAL CORPORATION,,TAMPA,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,81627,SOUTH EAST,Lamb Greg,TBH - Winters Mark,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
ST JOSEPH HOSPITAL,,NASHUA,New Hampshire,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,94693,NORTH EAST,Sigmon Shane,Brown Don,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
THE INTERTECH GROUP INC,,NORTH CHARLESTON,South Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,96060,SOUTH EAST,Richardson Tim,Nguyen Hung,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
DE LAGE LANDEN FINANCIAL SERVICES INC,,WAYNE,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,66672,INBOUND GLOBAL,Knox Damien,Lin Yanbi,WHITFIELD KARA,Financial Services Industry:2,Banking
NORTH AMERICAN SCIENCE ASSOCIATES INC,,NORTHWOOD,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,84915,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Health & Life Sciences:3,Life Sciences
INSPIRA HEALTH NETWORK INC,,VINELAND,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,94522,LIBERTY,Kutcha Ken,Lindell Michael,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
EATON VANCE CORP,,BOSTON,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,68912,NORTH EAST,Howes Paul,Benavente Scott,WHITFIELD KARA,Financial Services Industry:2,Financial Markets
CIRCLE PEAK CAPITAL MANAGEMENT LLC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,61143,LIBERTY,Scheer Fred,Riley Sean,WHITFIELD KARA,Financial Services Industry:2,Banking
ARLINGTON CAPITAL PARTNERS LP -- US,,BRIDGEWATER,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,56800,LIBERTY,McLaughlin Stephanie,Mondragon Bryan,WHITFIELD KARA,Other Industries:5,Business Consultancy
CUMBERLAND COUNTY HOSPITAL SYSTEM INC,,FAYETTEVILLE,North Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,66760,SOUTH EAST,Wales Randy,Nguyen Hung,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
CONSOL ENERGY INC,,CANONSBURG,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,66183,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,Mining
STEELCASE INC,,GRAND RAPIDS,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,95649,MID ATLANTIC,TBH - Dill Adam,Ramirez Gabriel,WHITFIELD KARA,Mfg & Dist:4,Discrete - Retail & CG
NEW YORK CENTRAL MUTUAL FIRE INSURANCE CO,,EDMESTON,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,85223,NORTH EAST,Wieloszynski John,"klees, kris",WHITFIELD KARA,Financial Services Industry:2,Insurance
PEOPLE INC,,WILLIAMSVILLE,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,88456,NORTH EAST,Wieloszynski John,"klees, kris",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
SONEPAR USA HOLDINGS INC,,WILMINGTON,Delaware,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,94863,NORTH EAST,Tietsworth Darren,Blose Brian,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
AAA MID-ATLANTIC INC,,WILMINGTON,Delaware,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,355024,LIBERTY,Nichols Justin,Vigil Erik,WHITFIELD KARA,Other Industries:5,Business Services
MAERSK INC,,MADISON,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,79574,INBOUND GLOBAL,High Wayne,Berger Lindsey,WHITFIELD KARA,Other Industries:5,Computer Software/Services
ALTA RESOURCES CORP,,NEENAH,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,356375,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,Other Industries:5,Business Services
MATHEMATICA INC,,PRINCETON,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,82087,LIBERTY,Ochoa Gus,Trujillo Desiree,WHITFIELD KARA,Other Industries:5,Research
BUTLER CAPITAL CORPORATION,,GREAT NECK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,59344,LIBERTY,Scheer Fred,Riley Sean,WHITFIELD KARA,Financial Services Industry:2,Financial Markets
PRIDE MOBILITY PRODUCTS CORP,,EXETER,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,89005,NORTH EAST,TBH,gutierrez Michelle,WHITFIELD KARA,Mfg & Dist:4,Discrete - High Tech
ARIENS COMPANY,,BRILLION,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,56249,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
COMTECH TELECOMMUNICATIONS CORP,,MELVILLE,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,65012,LIBERTY,Nichols Justin,Vigil Erik,WHITFIELD KARA,CME:1,Network Equipment Providers
HOWARD HUGHES MEDICAL INSTITUTE INC,,CHEVY CHASE,Maryland,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,76884,LIBERTY,McClughan Rob,Lindell Michael,WHITFIELD KARA,Health & Life Sciences:3,Life Sciences
WEWORK COMPANIES INC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,501217453,LIBERTY,Schlaffer Felice,Dixon Rose,WHITFIELD KARA,Other Industries:5,Business Consultancy
AVAYA HOLDINGS CORP,,BASKING RIDGE,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,58716,WEST,Christie Gregory,Escudero Nick,WHITFIELD KARA,CME:1,Network Equipment Providers
THE J M SMUCKER COMPANY,,ORRVILLE,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,96067,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Mfg & Dist:4,Consumer Packaged Goods
MANN + HUMMEL INC,,PORTAGE,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,82015,INBOUND GLOBAL,Parent Mark,Esping Robert,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
THOR INDUSTRIES INC,,JACKSON CENTER,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,98373,MID ATLANTIC,Johnson Tony,Porter James,WHITFIELD KARA,Mfg & Dist:4,Automotive
UMICORE USA INC,,RALEIGH,North Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,99442,INBOUND GLOBAL,Daniel Brian,Blackard Kyle,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
M-TEK INC,,MANCHESTER,Tennessee,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,83287,SOUTH EAST,Keffer Jim,Elwell Tyler,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
AKZO NOBEL INC,,CHICAGO,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,355952,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
ADVENT INTERNATIONAL CORPORATION,,BOSTON,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,355641,SOUTH CENTRAL,Rogers Tag,Brady Gabe,WHITFIELD KARA,Financial Services Industry:2,Banking
CRUMP GROUP INC,,ROSELAND,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,68478,LIBERTY,Scheer Fred,Riley Sean,WHITFIELD KARA,Financial Services Industry:2,Insurance
ALLIED SECURITY LLC,,Conshohocken ,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,600592042,WEST,Shea Gail,TBH - Robins Christopher,WHITFIELD KARA,Other Industries:5,Business Services
UNITEK GLOBAL SERVICES INC,,BLUE BELL,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,100872,NORTH EAST,Tietsworth Darren,Blose Brian,WHITFIELD KARA,Other Industries:5,Business Consultancy
FLEX-N-GATE CORPORATION,,URBANA,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,70396,NORTH CENTRAL,Fyfe Kenneth,Spaulding Jared,WHITFIELD KARA,Mfg & Dist:4,Automotive
COMMERCIAL VEHICLE GROUP INC,,NEW ALBANY,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,65254,MID ATLANTIC,Turner Tim,Golik Artur,WHITFIELD KARA,Mfg & Dist:4,Automotive
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATIO,,WILMERDING,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,103782,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
